PMID	Type	Abstract	Keywords	Journal	Rank	Title	Date	Organism	Score	Language	Country	Authors
29157669	Journal Article	IL-6 contributes significantly to the chronic inflammatory process of rheumatoid arthritis (RA). Tocilizumab, a humanized anti-human IL-6 receptor antibody that blocks the signaling originated by the IL-6/IL-6R complex, is an effective treatment. However, predictors of the response to tocilizumab are still required. We aimed to combine IL-6 and soluble IL-6R (sIL-6R) levels to identify groups of responses. Heparinized blood and clinical data from 63 RA patients were collected before treatment and after 3 and 6 months. Two-step clustering (SPSS v.18) was used to establish the relationship between IL-6 and sIL-6R. Then, we compared European League Against Rheumatism (EULAR) response criteria with remission achievement in the groups of patients. Three statistical significant clusters of RA patients (i.e., g1, g2, and g3) were defined by serum concentrations of IL-6 and sIL-6R at baseline. All groups of RA patients had higher IL-6 and sIL-6R levels than healthy donors. The levels of IL-6 expressed as median (IQR) in g1 patients were 124(90-183)pg/ml, in g2 12.3(4.4-24)pg/ml, and in g3 60.1(30-146)pg/ml (p &lt; 0.001). The levels of sIL-6R expressed as mean ± sd in g1 patients were 250.5 ± 72ng/ml, in g2 269.1 ± 125ng/ml, and in g3 732.7 ± 243ng/ml (p &lt; 0.001). Disease activity score (DAS)28, C-reactive protein, and erythrocyte sedimentation rate were comparable in the three groups at baseline. Disease duration in g3 was the longest (median(IQR) years: g1 = 11(5-15), g2 = 12(8-20), and g3 23(16-26); p = 0.006), with years of disease evolution being correlated with sIL-6R levels (R = 0.417, p &lt; 0.001). Simple and Clinical Disease Activity Index (SDAI and CDAI) decreased significantly in the three groups. However, EULAR response criteria and remission achievement at 6m was different in the three groups (p = 0.03 and 0.04, respectively). In all. 17 out of the 18 patients in g1 had a good or moderate response to tocilizumab. Conversely, the percentage of patients with no response to tocilizumab was higher in g3 than in g1 and g2. We also observed different changing patterns of IL-6 and sIL-6R levels among the three groups. RA patients could be easily stratified prior to therapeutic intervention with two molecules related to the pathway blocked by tocilizumab. G1 patients, who had the best response to tocilizumab, had the highest level of IL-6 and the lowest level of sIL-6R.	[[\&#39;IL-6\&#39;, \&#39;Rheumatoid arthritis\&#39;, \&#39;Tocilizumab\&#39;, \&#39;sIL-6R\&#39;]]	Seminars in arthritis and rheumatism	4.Bronze	The combination of IL-6 and its soluble receptor is associated with the response of rheumatoid arthritis patients to tocilizumab.	20/11/2017	Department of Rheumatology, Hospital de la Santa Creu I Sant Pau, Barcelona, Spain. Electronic address: cesardiaztorne@gmail.com.	0.0	[\&#39;eng\&#39;]	United States	Diaz-Torne C, Ortiz MDA, Moya P, Hernandez MV, Reina D, Castellvi I, De Agustin JJ, Fuente D, Corominas H, Sanmarti R, Zamora C, Cantó E, Vidal S
15751093	Journal Article	Ankylosing spondylitis (AS) is a progressive disease in which chronic inflammation can lead to extensive new bone formation throughout the spine. At present, few measures of the activity or extent of the disease are available. In this study, we sought to determine whether markers of cartilage synthesis and degradation could provide such quantitative measures. Serum samples from 23 patients receiving infliximab treatment for AS were obtained at baseline and at weeks 2, 6, 14, and 22. Patients were stratified with respect to joint involvement and baseline levels of inflammatory markers, and responders were defined according to the Assessments in Ankylosing Spondylitis 20% criteria. Serial measurements of interferon-gamma, tumor necrosis factor alpha, transforming growth factor beta (TGFbeta), interleukin-10 (IL-10), and IL-1 were done at each time point. The following biomarkers were measured by enzyme-linked immunosorbent assay: the proteoglycan aggrecan 846 epitope, a marker of cartilage turnover; C-propeptide of type II collagen (CPII), a biosynthesis marker; and the Col2-3/4(long mono) (C2C) and Col2-3/4(short) (C1-2C) neoepitopes, reflecting collagen cleavage of type II collagen and type I/type II collagen, respectively. At baseline, patients with AS demonstrated significant elevations in serum levels of CPII, the 846 epitope, and the CPII-to-C2C (CPII:C2C) ratio (but not C2C or C1-2C) compared with normal controls. Of the biomarkers examined, only CPII:C2C showed a correlation with the C-reactive protein (CRP) level. Among the biomarker-cytokine relationships, TGFbeta demonstrated a trend toward a positive correlation with the 846 epitope. In AS, elevated serum levels of CPII and the 846 epitope may be related to biosynthetic turnover of hyaline cartilage and the intervertebral discs but may also reflect progressive bone formation as a result of endochondral ossification. The correlation of the CPII:C2C ratio with CRP suggests that the CPII:C2C ratio might prove to be a useful marker of disease activity in AS.	NA	Arthritis and rheumatism	4.Bronze	Cartilage biomarkers in ankylosing spondylitis: relationship to clinical variables and treatment response.	2005	Hospital for Rheumatic Diseases, Hanyang University, Seoul, Korea.	0.0	[\&#39;eng\&#39;]	United States	Kim TH, Stone M, Payne U, Zhang X, Ionescu M, Lobanok T, King L, Poole AR, Inman RD
28455366	Journal Article	To investigate the effects of cardiorespiratory and strength exercises on disease activity for patients with inflammatory rheumatic diseases (IRDs). A systematic review with meta-analysis registered at PROSPERO (CRD42015020004). Patients with IRDs. The databases MEDLINE, AMED, Embase and CINAHL were searched from inception up to April 2016. Trials were included if they were randomised controlled trials of adults with IRDs, comparing the effect of cardiorespiratory and strength exercises with usual care on disease activity and followed the American College of Sports Medicine\&#39;s exercise recommendations. The primary outcome was disease activity in terms of inflammation, joint damage and symptoms. Data were pooled in a random-effect model for all outcomes, and standardised mean differences (SMDs) were calculated. The quality of evidence was evaluated according to the Grading of Recommendations Assessment, Development and Evaluation approach. Twenty-six trials with a total of 1286 participants were included. There was high to moderate quality evidence, for a small beneficial effect on disease activity scores (0.19 (95% CI 0.05 to 0.33), p&lt;0.01) and joint damage (SMD 0.27 (95% CI 0.07 to 0.46), p&lt;0.01). Furthermore, moderate quality evidence for a small beneficial effect on erythrocyte sedimentation rate (SMD 0.20 (95% CI 0.0 to 0.39), p=0.04) and for no effect on C reactive protein (SMD -0.14 (95% CI -0.37 to 0.08), p=0.21). Beneficial effects were also seen for symptoms. The results of this review suggest beneficial effects of exercises on inflammation, joint damage and symptoms in patients with IRDs.	[[\&#39;Exercises\&#39;]]	British journal of sports medicine	3.Silver	Effect of cardiorespiratory and strength exercises on disease activity in patients with inflammatory rheumatic diseases: a systematic review and meta-analysis.	28/04/2017	Department of Rheumatology, National Advisory Unit on Rehabilitation in Rheumatology, Diakonhjemmet Sykehus, Oslo, Norway.	0.05418410041841004	[\&#39;eng\&#39;]	England	Sveaas SH, Smedslund G, Hagen KB, Dagfinrud H
16911111	Journal Article	To identify a cohort of cats with clinical osteoarthritis and to report on the clinical signs, the frequency of joints affected and the possible aetiopathogenesis within this population. Inclusion criteria for this prospective study were presence of historical evidence and/or clinical signs of osteoarthritis, together with radiographic evidence of osteoarthritis. Patients showed clinical improvement within four weeks of analgesic administration and were free from other disease processes, which might explain the clinical signs and/or their response to analgesia. Twenty-eight cases were included in the cohort. The elbow (45 per cent) and the hip (38 per cent) were the most frequently affected joints. Seventy-one per cent of cases had primary/idiopathic aetiology. Alterations in both the ability to jump (71 per cent) and the height (67 per cent) of jump (lifestyle changes) were the most frequent signs of disease. Sixty-one per cent of owners felt that their pet had made a marked improvement following administration of an analgesic/anti-inflammatory drug. There were statistically significant improvements in the ability to jump (P &lt; 0.001), the height of jump (P &lt; 0.001), lameness (P = 0.03), stiff gait (P = 0.04) and the activity level (P = 0.02) when compared with the start and the end of the study period. Osteoarthritis is a clinical problem in cats, but overt lameness is not the most common clinical feature.	NA	The Journal of small animal practice	4.Bronze	Feline osteoarthritis: a prospective study of 28 cases.	2006	Division of Companion Animal Sciences, Institute of Comparative Medicine, University of Glasgow Veterinary Faculty, Bearsden, Glasgow, Scotland G61 1QH.	0.0	[\&#39;eng\&#39;]	England	Clarke SP, Bennett D
29600948	Journal Article	Juvenile idiopathic arthritis (JIA) is the most common chronic rheumatic disease in children, with heterogeneous clinical features. Although therapeutic options are wide and in the majority of children symptoms improve with the combination of non-steroidal anti-inflammatory and disease-modifying drugs, there are a number of patients who do not respond to conventional therapy and who do not meet the criteria for systemic biologics, namely anti TNF-alpha. Those patients are potential candidates for intraarticular therapy with biologics and in this report we present the results of intra-articular infliximab treatment in a series of patients diagnosed with oligoarticular subtype of JIA. Twenty patients (30 joints) were treated with intraarticular infliximab and monitored by power Doppler musculoskeletal ultrasound according to the OMERACT and Juvenile Arthritis Disease Activity Score (JADAS 10) before intraarticular application and during the follow-up period of 18 months (0, 1, 12, 18 months). The results showed statistically significant improvement in PD-MSUS measures and JADAS in both B mode and power Doppler mode scores (p&lt;0.001, p&lt;0.001, respectively) in patients treated with i.a. infliximab with persistent response in fifteen patients. The JADAS score, as well as the ultrasound scores, were significantly reduced during the follow-up period. This study showed promising results, good safety and potential for the clinical benefit of intraarticular infliximab treatment in a selected group of patients with oligoarticular subtype of JIA.	NA	Clinical and experimental rheumatology	4.Bronze	Intraarticular infliximab therapy in patients with juvenile idiopathic arthritis: the role of musculoskeletal ultrasound and disease activity scores in monitoring therapy response.	21/03/2018	Division of Clinical Immunology and Rheumatology, Department of Paediatrics, Clinical Hospital Center Sestre Milosrdnice, and School of Medicine, University of Zagreb, Croatia. vidovicmand@yahoo.com.	0.0	[\&#39;eng\&#39;]	Italy	Vidovic M, Lamot L, Lamot M, Harjacek M
17216021	Journal Article	The fundamental role of Vitamin D has been long known in regulating calcium homeostasis and bone metabolism. An increased contribution of Vitamin D was recently described in association with a lower incidence of Rheumatoid Arthritis (RA). This must not be surprising, as the immunomodulating effects of Vitamin D are clear, which have been attributed protective effects in autoimmune disorders such as some chronic inflammatory bowel diseases, multiple sclerosis and type I diabetes. An interaction was suggested between Vitamin D metabolism and inflammation indexes through mediation of TNF-alpha which is also especially involved in osteoclastic resorption and therefore in bone loss processes. Some preliminary data would indicate an association between seasonal changes of Vitamin D serum levels, latitude and disease activity (DAS28) in RA patients. Consequently, the Osteoporosis and Metabolic Bone Diseases Study Group of SIR believes that there are grounded reasons for assessing the Vitamin D status of RA patients in order to investigate whether this is to be related to physiopathological and clinical aspects of disease other than those of bone involvement. Primary end point of the study will be to assess the levels of 25 OH Vitamin D in RA patients. Secondary endpoints will include correlation with dis-ease activity, densitometry values and bone turnover. The cross-sectional study will enroll patients of both sex genders, age ranging between 30 and 75 years according to the 1988 ACR criteria, onset of symptoms at least 2 years prior to study enrollment. Patients will be excluded suffering from osteo-metabolic diseases, liver and kidney insufficiency and those administered Vitamin D boli in the previous 12 months. Disease activity will be evaluated with the HAQ. Hemato-chemical tests and femoral and lumbar bone densitometry will be performed, unless recently undergone by patients. Blood levels of 25 OH C Vitamin D and PHT and of the two bone remodelling markers (bone alkaline phosphatase and serum CTX) will be measured, as well. Patient enrollment will start on February 2007 and will last 4 months. By the end of 2007 the study will be concluded and results will be published.	NA	Reumatismo	4.Bronze	[Study of vitamin D status of rheumatoid arthritis patients. Rationale and design of a cross-sectional study by the osteoporosis and metabolic bone diseases study group of the Italian Society of Rheumatology (SIR)].	NA	Istituto di Reumatologia, Università di Siena, Ospedale Le Scotte, Siena, Italia. fredianibruno@tiscali.it	0.0	[\&#39;ita\&#39;]	Italy	Frediani B, Rossini M, Adami S, Bianchi G, Di Munno O, Sinigaglia L, Antonelli M, Minisola G
27633820	Journal Article	Spondyloarthritis (SpA) is the second most frequent inflammatory rheumatic disease, characterized by spinal involvement, peripheral arthritis, or enthesitis with marked pain, stiffness, and fatigue. Fibromyalgia (FM) may be associated with SpA, and shares some common symptoms. We aimed to determine how FM influences assessment of SpA disease activity, which is mainly dependent on patient-based outcome measures such as the Bath Ankylosing Spondylitis Disease Activity Index (BASDAI) or the Ankylosing Spondylitis Disease Activity Score (ASDAS). This single-center cross-sectional study included consecutive patients with SpA according to the Assessment of SpondyloArthritis International Society criteria. FM was diagnosed according to the 1990 American College of Rheumatology criteria. Patient characteristics, BASDAI, ASDAS/C-reactive protein (CRP), Bath Ankylosing Spondylitis Functional Index, Bath Ankylosing Spondylitis Metrology Index, and the Medical Outcomes Study Short Form-36 questionnaire were recorded and compared. The study included 103 patients with SpA; 81 with axial and 22 with peripheral forms. Eighteen patients presented with concomitant FM, of whom 12 had axial SpA and 6 peripheral SpA. Demographic characteristics did not differ except for sex, with a female predominance in the FM group that was more marked in peripheral forms. BASDAI was higher in patients with FM [median (IQR): 4.2 (4.2) vs 2.2 (3.1); p = 0.0068], whereas ASDAS-CRP was not significantly different [median (IQR): 2.7 (2) vs 2 (1.3); p = 0.1264]. Nevertheless, median ASDAS-CRP corresponded to high disease activity in patients with SpA or FM compared with moderate activity in non-FM patients. FM is a frequent comorbidity in patients with SpA, especially in peripheral forms. In patients with SpA-FM, disease activity may be overestimated when measured by BASDAI and to a lesser extent by ASDAS-CRP, and this overestimation could lead to inappropriate treatment escalation.	[[\&#39;DISEASE ACTIVITY\&#39;, \&#39;FIBROMYALGIA\&#39;, \&#39;SPONDYLOARTHRITIS\&#39;]]	The Journal of rheumatology	4.Bronze	Fibromyalgia in Spondyloarthritis: Effect on Disease Activity Assessment in Clinical Practice.	15/09/2016	From the Service de Rhumatologie, Centre Hospitalier Lyon-Sud, Pierre-Bènite, France.	0.0	[\&#39;eng\&#39;]	Canada	Wach J, Letroublon MC, Coury F, Tebib JG
26211456	Journal Article	To examine bone mineral density (BMD) in the spines of patients with juvenile idiopathic arthritis (JIA), and to identify the main predictors of spine BMD. 160 patients with JIA (82 female, 78 male; median age, 8.7±3.9 years (range, 2.2-18.2 years)) who fulfilled the International League of Associations for Rheumatology (ILAR) criteria were enrolled. All subjects underwent an initial dual energy x-ray absorptiometry (DXA) scan of the lumbar spine, while 114 and 87 patients underwent a second and third scan, respectively. The data were compared with those obtained for 114 sex- and age-matched healthy controls. The DXA scans revealed that the JIA patients had a significant spine BMD deficit compared with control subjects (p&lt;0.001). Longitudinal comparison of patients revealed no significant short-term improvement in the spine BMD. Spine BMD correlated with the age (p&lt;0.05), subtype (p&lt;0.05), and disease activity (p&lt;0.01), BMI (p=0.001), glucocorticoid (GC) exposure (p&lt; 0.05), methotrexate (MTX) therapy (p&lt;0.05), and non-steroidal anti-inflammatory agents (NSAIDs) (p&lt;0.05), erythrocyte sedimentation rate (ESR) (p&lt;0.01), and C-reactive protein (CRP) levels (p&lt;0.01). Patients with JIA have low bone mass, especially those in the polyarticular group &gt;7 years old with higher disease activity.	NA	Clinical and experimental rheumatology	4.Bronze	Evaluation of bone mass in children and young adults with juvenile idiopathic arthritis.	23/07/2015	Department of Nephrology and Immunology, Children\&#39;s Hospital of Chongqing Medical University, Chongqing, China.	0.0	[\&#39;eng\&#39;]	Italy	Tang T, Tang X, Xu L, Huang Y, Zeng J, Li Q
21188453	Clinical Trial	In this study, we enrolled early rheumatoid arthritis (RA) patients at multiple institutes who fulfilled the American Rheumatism Association 1987 revised criteria for the classification of RA, and followed the clinical results of disease-modifying anti-rheumatic drug (DMARD) treatment prospectively. With the aim of developing therapeutic guidelines using the disease activity score 28 (DAS28) as disease indices, we investigated the usefulness of bucillamine (BUC), one of the most widely used DMARDs in Japan. Eighty-one patients with early RA who had not previously been treated with DMARDs were suitable for BUC therapy as first-choice treatment. After 24 months of treatment, at least moderate improvement was seen in 87.5% of patients using the DAS28 erythrocyte sedimentation rate (ESR). After 24 months of BUC therapy, 7 patients (43.8%) met the remission criterion of DAS28 (ESR) &lt;2.6. The 24-month BUC continuation rate was 60.5% (49/81, monotherapy + combination therapy), of which 59.2% (29/49) were on BUC monotherapy. From the efficacy and safety viewpoints alike, BUC was useful as first-choice treatment for early RA.	NA	Modern rheumatology	4.Bronze	A multicentre trial of bucillamine in the treatment of early rheumatoid arthritis (SNOW study).	29/12/2010	Sagawa Akira Rheumatology Clinic, Sapporo Excellent Building 5F, North-1, West-7, Chuo-ku, Sapporo 060-0001, Japan. sagawa-ra-clinic@snow.ocn.ne.jp	0.0	[\&#39;eng\&#39;]	United States	Sagawa A, Fujisaku A, Ohnishi K, Mukai M, Yasuda I, Amasaki Y, Shimizu M, Ichikawa K, Ohsaki H
20047979	Journal Article	To investigate the accuracy of composite scores in classifying RA patients who are in remission using the absence of inflammatory activity detected by ultrasound (US) as a gold standard. Ninety-seven RA patients who were classified by their rheumatologists as being in remission were studied. Disease activity was assessed by the DAS-28 and simplified disease activity index (SDAI). US examination was performed in mode B and power Doppler (PD) in 42 joints. Synovial hypertrophy (SH) and PD were present in 92 (94.8%) and 41 (42.3%) patients. If we consider \&#39;remission\&#39; to be the absence of joints with PD signal, no differences were found by DAS-28 between patients in remission and those not in remission, although differences were present by SDAI. We then calculated the sensitivity (S), specificity (Sp) and positive likelihood ratio (LR) of different SDAI cut-off points to predict absence of PD signal. SDAI &lt; 5 had an S of 65% (95% CI 52, 76), Sp of 55% (95% CI 39, 69) and LR of 1.45 (95% CI 0.98, 2.15), whereas SDAI &lt; 3.3 had an S of 57% (95% CI 44, 69), Sp of 74% (95% CI 58, 85) and LR of 2.24 (95% CI 1.25, 4.01). Our results suggest that the SDAI classification of remission is closer to the concept of an absence of inflammatory activity, as defined by the absence of positive PD signal by US.	NA	Rheumatology (Oxford, England)	4.Bronze	Superiority of SDAI over DAS-28 in assessment of remission in rheumatoid arthritis patients using power Doppler ultrasonography as a gold standard.	04/01/2010	Rheumatology Unit, Hospital Universitario La Paz, Paseo de la Castellana 261, 28046 Madrid, Spain. abalsa.hulp@salud.madrid.org	0.0	[\&#39;eng\&#39;]	England	Balsa A, de Miguel E, Castillo C, Peiteado D, Martín-Mola E
636666	Journal Article	The photometric latex test (PLT) for the detection of rheumatoid factors has been clinically evaluated. PLT titers have been closely studied in relation to clinical and laboratory parameters by means of parametric and nonparametric statistical methods. An analysis of the sensitized sheep cell test (SSC) titers has also been undertaken. The subjects comprised 377 patients with rheumatoid arthritis (RA) and 120 controls. The medical data recorded included sex, age, diagnosis, anatomical stage, functional class, duration and course of the disease, presence of the American Rheumatism Association (ARA) criteria, blood sedimentation rate, red and white blood counts, haemoglobin concentration, total protein content, serum protein levels, and SSC and PLT titers. A multivariate stepwise regression analysis with eight normally distributed variables was made. In accordance with previous findings, a significant correlation was shown to exist between the serum protein levels and the development of the RA when the anatomical stage, functional class and course of the disease were used as parameters of disease activity. In the RA patients there was also correlation between the serologic titers and the serum protein levels, and the anatomical stage, functional class and course of the disease, and the sedimentation rate, thus showing that titers can also serve as a measure of the inflammatory process. There was a significant correlation between the number of ARA criteria and the titers in the RA patients but not in the controls. The course of the disease correlated with the serum titers and other inflammatory parameters, a finding showing that the course of the disease is an important diagnostic parameter with possible prognostic value. Correlation was also demonstrated between the white blood count and the titers. It is concluded that the sedimentation rate, albumin and gamma-globulin levels, and PLT titer are the best parameters of disease activity. The titer values are not only of diagnostic importance but have prognostic value as regards the severity of the disease.	NA	Zeitschrift fur Rheumatologie	4.Bronze	The photometric latex test for rheumatoid factors in patients with rheumatoid arthritis. II. Clinical evaluation.	NA	NA	0.0	[\&#39;eng\&#39;]	Germany	Dezelić G, Dürrigl T, Dezelić N, Zergollern V, Jurak H, Vitaus M, Androić S
28698330	Journal Article	Spondyloarthritis (SpA) is a heterogeneous spectrum of rheumatic diseases with either predominantly axial inflammatory symptoms of the spine and sacroiliac joints or predominantly peripheral arthritis. The two main entities of axial SpA (axSpA) are ankylosing spondylitis or non-radiographic axSpA (nr-axSpA). Tumour necrosis factor-α inhibitors have revolutionised the treatment of patients with axSpA who failed to respond to non-steroidal anti-inflammatory drugs and physical therapy. Chronic pain is common in patients with SpA and may still persist despite the lack of signs of inflammation. This has led researchers to hypothesise that central pain sensitisation may play a role in the generation of chronic pain in SpA. The painDETECT Questionnaire (PDQ) is a screening tool developed to detect neuropathic pain components. The primary objective is to explore the prognostic value of the PDQ regarding treatment response in patients with axSpA 3 months after initiating a biological agent. Secondary aim is to evaluate the impact of extra-articular manifestations, comorbidities and patient-reported outcomes and elucidate if these factors influence treatment response. We will include 60 participants (≥18 years of age) diagnosed with axSpA independent of main entity, who initiate or switch treatment of a biologic. Data will be collected at baseline and at endpoint following Danish clinical practice (≥3 months) of treatment with biologics. We will explore whether the PDQ and other phenotypical patient characteristics are prognostically important for response to biological therapy according to established response criteria like 50% improvement in the Bath Ankylosing Spondylitis Disease Activity Index (50%) and Ankylosing Spondylitis Disease Activity Score. The study is approved by the Region of Southern Denmark\&#39;s Ethics committee (S-20160094) and has been designed in cooperation with patient representatives. The study is registered at clinicaltrials.gov (NCT02948608, pre-results). Dissemination will occur through publication(s) in international peer-reviewed journal(s).	[[\&#39;ankylosing spondylitis\&#39;, \&#39;pain\&#39;, \&#39;prognostic factors\&#39;, \&#39;spinal diseases\&#39;, \&#39;spondyloarthritis\&#39;]]	BMJ open	4.Bronze	Clinical characteristics of importance to outcome in patients with axial spondyloarthritis: protocol for a prospective descriptive and exploratory cohort study.	10/07/2017	Department of Medicine, Section of Rheumatology, Odense University Hospital, Svendborg, Denmark.	0.0	[\&#39;eng\&#39;]	England	Andreasen RA, Kristensen LE, Ellingsen T, Christensen R, Baraliakos X, Wied J, Aalykke C, Ulstrup T, Schiøttz-Christensen B, Horn HC, Emamifar A, Duerlund B, Fischer L, Hansen IMJ
21271796	Evaluation Studies	Rheumatoid arthritis (RA) is a chronic, systemic, progressive, inflammatory disorder. The primary goals of treatment in RA are to reduce the signs and symptoms of disease, prevent progression of joint damage and improve patients\&#39; physical function. Patients with different sociodemographic characteristics, varying degrees of severity of illness, and comorbidities tend to exhibit differential response to treatment. The purpose of this review was to identify a broad set of factors that are associated with and/or predictive of RA treatment response and determine those that warrant further research. A comprehensive review of the literature from the last 10 years was performed using three key databases (PubMed, EMBASE, and Cochrane). All relevant articles that met the inclusion/exclusion criteria were selected and scored for their levels of evidence using the National Institute of Clinical Excellence (NICE) scoring method. Data on study design, interventions and treatment outcomes were abstracted using a structured abstraction table. A total of 30 articles were included in the review and data abstraction. Besides gender, baseline clinical variables such as C-reactive protein level, erythrocyte sedimentation rate, measures of disease activity, and Health Assessment Questionnaire scores (based on five patient-centered dimensions) were consistently associated with treatment response over time. This comprehensive literature review identified several factors associated with treatment response which might be valuable to include as relevant measures in future studies of RA treatment. Inclusion of these factors, particularly those in the clinical and sociodemographic domains, in the design of future trials will further the understanding that ultimately may help clinicians deliver targeted treatment to community practice RA patients, thus resulting in improved patient outcomes.	NA	Current medical research and opinion	4.Bronze	Review of treatment response in rheumatoid arthritis: assessment of heterogeneity.	27/01/2011	Global Health Outcomes, Eli Lilly and Company, Indianapolis, IN, USA.	0.0	[\&#39;eng\&#39;]	England	Goetz I, Carter GC, Lucero M, Zarotsky V, Alatorre CI, Cantrell RA, Paczkowski R, Sterling KL
18425920	Journal Article	Gout is one of the most frequently occurring rheumatic diseases, worldwide. Given the well-known drawbacks of the regular treatments for acute gout (non-steroidal anti-inflammatory drugs (NSAIDs), colchicine), systemic corticosteroids might be safe alternatives. To assess the efficacy and safety of systemic corticosteroids in the treatment of acute gout in comparison with placebo, NSAIDs, colchicine, other active drugs, other therapies, or no therapy. Searches were done in the following electronic databases: Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library 2007); MEDLINE (1966 to 2007) through PubMed; EMBASE (1974 to 2007); Web of Science (1975 to 2007); LILACS (1986 to 2007); and databases of ongoing trials (up to April 2007). Randomized controlled trials and controlled clinical trials investigating the use of systemic corticosteroids in the treatment of acute gout were included. Two review authors decided independently which trials to include. The same review authors also collected the data in a standardised form and assessed the methodological quality of the trial using validated criteria. When possible, continuous and dichotomous data were summarised statistically. Three head to head trials involving 148 patients (74 systemic corticosteroids; 74 comparator drugs) were included. Placebo-controlled trials were not found. In the studies, different kinds of systemic corticosteroids and different kinds of control drugs were used, both administered in different routes. Intramuscular triamcinolone acetonide was compared respectively to oral indomethacine, and intramuscular adrenocorticotropic hormone (ACTH); oral prednisolone (together with a single intramuscular diclophenac injection) was compared to oral indomethacine (together with a single placebo injection). Outcome measurements varied: average number of days until total relief of signs, mean decrease of pain per unit of time in mm on a visual analogue scale (VAS) - during rest and activity. In the triamcinolone-indomethacine trial the clinical joint status was used as an additional outcome. Clinically relevant differences between the studied systemic corticosteroids and the comparator drugs were not found; important safety problems attributable to the used corticosteroids were not reported. The quality of the three studies was graded as very low to moderate. Statistical pooling of results was not possible. There is inconclusive evidence for the efficacy and effectiveness of systemic corticosteroids in the treatment of acute gout. Patients with gout did not report serious adverse effects from systemic corticosteroids, when used short term.	NA	The Cochrane database of systematic reviews	4.Bronze	Systemic corticosteroids for acute gout.	16/04/2008	Transeedijk 62, Lobith, Netherlands, 6915 XZ. h.janssens2@chello.nl	0.0	[\&#39;eng\&#39;]	England	Janssens HJ, Lucassen PL, Van de Laar FA, Janssen M, Van de Lisdonk EH
19821401	Journal Article	Abatacept inhibits the co-stimulation of T cells and disrupts the inflammatory chain of events that leads to joint inflammation, pain, and damage in rheumatoid arthritis. To assess the efficacy and safety of abatacept in reducing disease activity, pain, and improving function in people with rheumatoid arthritis. We searched the Cochrane Central Register of Controlled Trials (CENTRAL) (The Cochrane Library 2007, Issue 1), MEDLINE (from 1966), EMBASE (from 1980), ACP Journal Club (from 2000), and Biosis Previews (from 1990) in March 2007 and December 2008. We contacted authors of included studies and the abatacept manufacturer. Randomized controlled trials comparing abatacept alone, or in combination with disease-modifying anti-rheumatic drugs (DMARDs) or biologics, to placebo or other DMARDs or biologics in patients with moderate to severe rheumatoid arthritis. Two authors independently assessed search results and risk of bias, and extracted data. We obtained adverse event data from trials, long-term extension studies, and regulatory agencies. Seven trials with 2908 patients were included. Compared with placebo, patients in the abatacept group were 2.2 times more likely to achieve an ACR 50 response at one year (RR 2.21, 95% confidence interval (CI) 1.73 to 2.82) with a 21% (95% CI 16% to 27%) absolute risk difference between groups. The number needed to treat to achieve an ACR 50 response was 5 (95% CI 4 to 7). Significant improvements in physical function and a reduction in disease activity and pain were found in abatacept-treated patients compared to placebo. One RCT found abatacept significantly slowed the radiographic progression of joint damage at 12 months compared to placebo, although it is not clear what the clinical relevance of this difference may be. There may be a risk of attrition bias. Total adverse events were greater in the abatacept group (RR 1.05, 95% CI 1.01 to 1.08). Other harm outcomes were not significant with the exception of a greater number of serious infections at 12 months in the abatacept group (Peto odds ratio 1.91 (95% CI 1.07 to 3.42). Serious adverse events were increased when abatacept was given in combination with other biologics (RR 2.30, 95% CI 1.15 to 4.62). There is moderate-level evidence that abatacept is efficacious and safe in the treatment of rheumatoid arthritis. Abatacept should not be used in combination with other biologics to treat rheumatoid arthritis. The withdrawal and toxicity profile appears acceptable at the present time but further long-term studies and post-marketing surveillance are required to assess harms and sustained efficacy.	NA	The Cochrane database of systematic reviews	4.Bronze	Abatacept for rheumatoid arthritis.	07/10/2009	Institute of Population Health, University of Ottawa, 1 Stewart Street, Ottawa, Ontario, Canada, K1N 6N5.	0.0	[\&#39;eng\&#39;]	England	Maxwell L, Singh JA
